,Type,Entity 1,Relationship,Type.1,Entity2
391,ORG,Operation Geryon, was ,O, in looted objects name given to investigation into armed theft
392,ORG,Operation Geryon, was ,ORG, name given to investigation from castle of Melfi
393,ORG,Operation Geryon, was ,ORG, in objects name given by Carabinieri to investigation into theft of eight antiquities
394,ORG,Operation Geryon, was ,O, name given to investigation from castle
395,ORG,Operation Geryon, was ,ORG, in looted objects name given by Carabinieri to investigation from castle
396,ORG,Operation Geryon, was ,NORP, name given by Italian Carabinieri to investigation into theft of eight antiquities from castle of Melfi
397,ORG,Operation Geryon, was ,ORG, in objects name given by Italian Carabinieri to investigation into theft from castle of Melfi
398,ORG,Operation Geryon, given to ,ORG, investigation into theft from castle of Melfi
399,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation from castle
400,ORG,Operation Geryon, was ,CARDINAL, name given to investigation into armed theft of eight antiquities
401,ORG,Operation Geryon, was ,NORP, in objects name given by Italian Carabinieri to investigation from castle of Melfi
402,PERSON,Camera, has ,NORP, handwritten organigram of Italian antiquities trade
403,ORG,Operation Geryon, was ,ORG, in objects name given by Carabinieri to investigation into armed theft of eight antiquities
404,ORG,Operation Geryon, was ,NORP, name given by Italian Carabinieri to investigation into theft from castle of Melfi
405,ORG,Operation Geryon, was ,ORG, name given by Italian Carabinieri to investigation into armed theft of eight antiquities
406,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given by Carabinieri to investigation into armed theft of eight antiquities
407,ORG,Operation Geryon, was ,ORG, in objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities
408,PERSON,Camera, was ,O, killed in car crash while on his way
409,ORG,Operation Geryon, was ,NORP, in objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle
410,ORG,Operation Geryon, was ,ORG, name given to investigation into theft of eight antiquities from castle of Melfi
411,ORG,Operation Geryon, was ,NORP, name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle
412,ORG,Operation Geryon, was ,O, in looted objects name given to investigation into armed theft from castle
413,ORG,Operation Geryon, given by ,ORG, Carabinieri
414,ORG,Operation Geryon, was ,ORG, in objects name given by Italian Carabinieri to investigation into armed theft from castle
415,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities
416,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given to investigation into theft of eight antiquities
417,ORG,Operation Geryon, given to ,CARDINAL, investigation into theft of eight antiquities from castle
418,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Carabinieri to investigation into armed theft of eight antiquities
419,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle
420,ORG,Operation Geryon, was ,ORG, in looted objects name given to investigation into armed theft from castle of Melfi
421,ORG,Operation Geryon, was ,ORG, name given by Carabinieri to investigation from castle of Melfi
422,ORG,Operation Geryon, was ,ORG, in looted objects name given by Carabinieri to investigation into theft of eight antiquities from castle of Melfi
423,ORG,Operation Geryon, was ,ORG, name given by Carabinieri to investigation into armed theft from castle
424,ORG,Operation Geryon, was ,NORP, name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle of Melfi
425,ORG,Operation Geryon, was ,NORP, in objects name given by Italian Carabinieri to investigation into theft from castle
426,ORG,Operation Geryon, was ,ORG, name given by Carabinieri to investigation
427,PERSON,Savoca, was ,NORP, Italian
428,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle
429,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle of Melfi
430,ORG,Operation Geryon, was ,NORP, in objects name given by Italian Carabinieri
431,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle of Melfi
432,ORG,Operation Geryon, was ,NORP, name given by Italian Carabinieri to investigation into armed theft
433,ORG,Operation Geryon, was ,ORG, name given by Italian Carabinieri to investigation into armed theft from castle
434,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into theft
435,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into theft from castle of Melfi
436,ORG,Operation Geryon, given to ,O, investigation into theft from castle
437,ORG,Operation Geryon, was ,CARDINAL, name given by Carabinieri to investigation into theft of eight antiquities from castle
438,ORG,Operation Geryon, was ,O, name given to investigation into theft from castle
439,ORG,Operation Geryon, was ,ORG, in objects name given by Carabinieri to investigation into theft from castle
440,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities
441,ORG,Operation Geryon, was ,ORG, name given by Carabinieri to investigation into armed theft
442,ORG,Operation Geryon, was ,CARDINAL, name given to investigation into armed theft of eight antiquities from castle
443,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Carabinieri to investigation into armed theft of eight antiquities from castle
444,PERSON,Savoca, be ,O, implicated
445,ORG,Operation Geryon, was ,ORG, in looted objects name given by Italian Carabinieri to investigation into theft of eight antiquities
446,ORG,Operation Geryon, was ,ORG, in looted objects name given by Carabinieri to investigation
447,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into armed theft from castle of Melfi
448,ORG,Operation Geryon, was ,ORG, in looted objects name given by Italian Carabinieri to investigation into theft from castle
449,ORG,Operation Geryon, was ,ORG, name given by Italian Carabinieri to investigation from castle of Melfi
450,ORG,Operation Geryon, was ,ORG, in objects name given by Carabinieri to investigation into armed theft from castle of Melfi
451,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Carabinieri to investigation into theft of eight antiquities from castle of Melfi
452,ORG,Operation Geryon, was ,CARDINAL, name given by Carabinieri to investigation into armed theft of eight antiquities
453,ORG,Operation Geryon, was ,O, name given to investigation
454,ORG,Operation Geryon, was closed in ,O, autumn 1995
455,ORG,Operation Geryon, was ,CARDINAL, name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle of Melfi
456,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given by Carabinieri to investigation into armed theft of eight antiquities from castle of Melfi
457,ORG,Operation Geryon, was ,ORG, in objects name given by Italian Carabinieri to investigation into armed theft
458,ORG,Operation Geryon, was ,ORG, in looted objects name given to investigation into armed theft of eight antiquities from castle of Melfi
459,ORG,Operation Geryon, was ,CARDINAL, in objects name given to investigation into armed theft of eight antiquities from castle of Melfi
460,PERSON,Camera, was ,O, In August 1995 killed in car crash while
461,ORG,Operation Geryon, given by ,ORG, Italian Carabinieri
462,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle of Melfi
463,ORG,Operation Geryon, was ,NORP, in objects name given by Italian Carabinieri to investigation from castle
464,ORG,Operation Geryon, was ,CARDINAL, name given to investigation into armed theft of eight antiquities from castle of Melfi
465,ORG,Operation Geryon, given to ,O, investigation into armed theft from castle
466,ORG,Operation Geryon, given to ,ORG, investigation from castle of Melfi
467,ORG,Operation Geryon, was ,CARDINAL, name given by Italian Carabinieri to investigation into theft of eight antiquities from castle
468,ORG,Operation Geryon, was ,ORG, in objects name given to investigation into theft of eight antiquities from castle of Melfi
469,ORG,Operation Geryon, was ,ORG, name given by Italian Carabinieri
470,ORG,Operation Geryon, was ,ORG, in objects name given by Carabinieri to investigation from castle
471,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle
472,ORG,Operation Geryon, was ,O, in looted objects name given
473,ORG,Operation Geryon, was ,CARDINAL, in objects name given to investigation into theft of eight antiquities from castle
474,ORG,Operation Geryon, was ,NORP, in looted objects name given by Italian Carabinieri to investigation into armed theft from castle
475,ORG,Operation Geryon, was ,ORG, name given by Carabinieri
476,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle
477,ORG,Operation Geryon, given to ,CARDINAL, investigation into theft of eight antiquities
478,PERSON,Camera, was ,O, killed
479,ORG,Operation Geryon, was ,CARDINAL, in looted objects name given by Italian Carabinieri to investigation into theft of eight antiquities from castle of Melfi
480,ORG,Operation Geryon, was ,CARDINAL, in objects name given by Italian Carabinieri to investigation into armed theft of eight antiquities from castle of Melfi
481,ORG,Operation Geryon, given to ,CARDINAL, investigation into armed theft of eight antiquities
482,ORG,Operation Geryon, was ,O, in objects name given to investigation from castle
483,ORG,Operation Geryon, was ,ORG, in looted objects name given by Carabinieri to investigation into theft of eight antiquities
484,ORG,Operation Geryon, was ,ORG, name given by Carabinieri to investigation into armed theft of eight antiquities from castle
